t,w1,w2,w3
1731.500000,0.115035,0.068016,-0.111455
1731.550000,0.122369,0.067172,-0.096214
1731.600000,0.123337,0.060248,-0.095345
1731.650000,0.122118,0.050513,-0.105109
1731.700000,0.118753,0.042064,-0.117514
1731.750000,0.110897,0.036063,-0.124645
1731.800000,0.098553,0.030760,-0.123241
1731.850000,0.085316,0.024230,-0.116550
1731.900000,0.075043,0.016337,-0.111324
1731.950000,0.068179,0.008352,-0.111869
1732.000000,0.061401,0.001432,-0.116114
1732.050000,0.050915,-0.003909,-0.116794
1732.100000,0.036670,-0.007372,-0.106593
1732.150000,0.022733,-0.009120,-0.083922
1732.200000,0.011793,-0.010068,-0.054427
1732.250000,-0.000495,-0.010731,-0.025705
1732.300000,-0.022926,-0.010180,-0.000898
1732.350000,-0.059019,-0.007063,0.021282
1732.400000,-0.101931,-0.001204,0.042226
1732.450000,-0.140800,0.005745,0.061544
1732.500000,-0.169552,0.009869,0.078601
1732.550000,-0.187748,0.006033,0.094034
1732.600000,-0.195990,-0.007247,0.109184
1732.650000,-0.193351,-0.023856,0.124688
1732.700000,-0.179167,-0.035145,0.140610
1732.750000,-0.156377,-0.039852,0.157789
1732.800000,-0.131612,-0.045426,0.177290
1732.850000,-0.110221,-0.059319,0.197284
1732.900000,-0.091970,-0.079888,0.211926
1732.950000,-0.073759,-0.093863,0.215284
1733.000000,-0.055412,-0.085271,0.206231
1733.050000,-0.039678,-0.052532,0.188899
1733.100000,-0.026571,-0.014706,0.168170
1733.150000,-0.011094,0.005455,0.144831
1733.200000,0.010864,0.003892,0.116657
1733.250000,0.036000,-0.003914,0.086010
1733.300000,0.057052,-0.002640,0.062964
1733.350000,0.072715,0.008430,0.053143
1733.400000,0.089747,0.020864,0.043169
1733.450000,0.113901,0.031045,0.009881
1733.500000,0.142132,0.044205,-0.051477
1733.550000,0.165687,0.065780,-0.118059
1733.600000,0.178988,0.093605,-0.163257
1733.650000,0.184117,0.121232,-0.180657
1733.700000,0.187946,0.145729,-0.181474
1733.750000,0.195624,0.168492,-0.178865
1733.800000,0.205924,0.190258,-0.178967
1733.850000,0.212859,0.208839,-0.179717
1733.900000,0.212077,0.221128,-0.173722
1733.950000,0.203551,0.224449,-0.153895
1734.000000,0.186911,0.215390,-0.118379
1734.050000,0.158207,0.189862,-0.073096
1734.100000,0.115162,0.146832,-0.031718
1734.150000,0.063202,0.092014,-0.008254
1734.200000,0.012112,0.035851,-0.003433
1734.250000,-0.032203,-0.013298,-0.001299
1734.300000,-0.069893,-0.053687,0.014752
1734.350000,-0.102606,-0.088682,0.044802
1734.400000,-0.129871,-0.122203,0.075275
1734.450000,-0.150882,-0.155971,0.095497
1734.500000,-0.167712,-0.189485,0.106491
1734.550000,-0.184045,-0.219507,0.114760
1734.600000,-0.201071,-0.239062,0.122260
1734.650000,-0.216697,-0.241254,0.124605
1734.700000,-0.228544,-0.227268,0.117420
1734.750000,-0.235319,-0.208072,0.101465
1734.800000,-0.234519,-0.194854,0.080823
1734.850000,-0.222126,-0.187945,0.058374
1734.900000,-0.197912,-0.177330,0.033711
1734.950000,-0.169259,-0.155208,0.004224
1735.000000,-0.146141,-0.125548,-0.030702
1735.050000,-0.132723,-0.098701,-0.066178
1735.100000,-0.125543,-0.079573,-0.094892
1735.150000,-0.118136,-0.065248,-0.112770
1735.200000,-0.105328,-0.053045,-0.118590
1735.250000,-0.085592,-0.045900,-0.110417
1735.300000,-0.062321,-0.046658,-0.087579
1735.350000,-0.041403,-0.050459,-0.056743
1735.400000,-0.024914,-0.048195,-0.031038
1735.450000,-0.007967,-0.035925,-0.019009
1735.500000,0.015161,-0.016749,-0.016374
1735.550000,0.041568,0.005169,-0.011976
1735.600000,0.060888,0.029098,-0.000626
1735.650000,0.069177,0.056643,0.012651
1735.700000,0.077373,0.088334,0.020138
1735.750000,0.099958,0.121903,0.020598
1735.800000,0.137299,0.153767,0.020406
1735.850000,0.175295,0.181864,0.026283
1735.900000,0.201292,0.205763,0.037839
1735.950000,0.214643,0.224420,0.048329
1736.000000,0.222621,0.236825,0.053542
1736.050000,0.231389,0.244690,0.058617
1736.100000,0.241143,0.250080,0.071964
1736.150000,0.246666,0.249863,0.091384
1736.200000,0.242405,0.237538,0.102435
1736.250000,0.228375,0.212197,0.094691
1736.300000,0.210676,0.181852,0.074183
1736.350000,0.195239,0.155821,0.054583
1736.400000,0.180595,0.135983,0.041084
1736.450000,0.156870,0.116697,0.028780
1736.500000,0.113479,0.091241,0.013506
1736.550000,0.049899,0.056706,-0.001800
1736.600000,-0.021457,0.014350,-0.011656
1736.650000,-0.084984,-0.030838,-0.015475
1736.700000,-0.134072,-0.070154,-0.018394
1736.750000,-0.171708,-0.095429,-0.024768
1736.800000,-0.200844,-0.107712,-0.031711
1736.850000,-0.219944,-0.120717,-0.030840
1736.900000,-0.229206,-0.152324,-0.018276
1736.950000,-0.234829,-0.210757,-0.001587
1737.000000,-0.242914,-0.285654,0.006484
1737.050000,-0.252522,-0.349357,0.001099
1737.100000,-0.258640,-0.371912,-0.010572
1737.150000,-0.260140,-0.344425,-0.018058
1737.200000,-0.261194,-0.288266,-0.018239
1737.250000,-0.265417,-0.234664,-0.017213
1737.300000,-0.271400,-0.196150,-0.022333
1737.350000,-0.274743,-0.163030,-0.033120
1737.400000,-0.272573,-0.123124,-0.042115
1737.450000,-0.263300,-0.075734,-0.045483
1737.500000,-0.242689,-0.026150,-0.049018
1737.550000,-0.205929,0.023598,-0.060483
1737.600000,-0.156972,0.072499,-0.078991
1737.650000,-0.111180,0.115747,-0.096310
1737.700000,-0.081515,0.149519,-0.107401
1737.750000,-0.060935,0.177799,-0.114620
1737.800000,-0.024283,0.208547,-0.120955
1737.850000,0.046265,0.243968,-0.124350
1737.900000,0.139046,0.278688,-0.121608
1737.950000,0.222272,0.306734,-0.113889
1738.000000,0.274192,0.326236,-0.103061
1738.050000,0.297930,0.337195,-0.084112
1738.100000,0.309860,0.338728,-0.047885
1738.150000,0.321555,0.330986,0.006355
1738.200000,0.332860,0.317186,0.066455
1738.250000,0.336856,0.299516,0.119322
1738.300000,0.328727,0.273040,0.162542
1738.350000,0.309837,0.228447,0.199972
1738.400000,0.284281,0.163753,0.231155
1738.450000,0.254130,0.090166,0.250935
1738.500000,0.219820,0.022779,0.257464
1738.550000,0.182637,-0.031930,0.255543
1738.600000,0.144123,-0.075884,0.250478
1738.650000,0.104492,-0.111430,0.241277
1738.700000,0.063144,-0.139940,0.222991
1738.750000,0.018536,-0.166327,0.195178
1738.800000,-0.032908,-0.198092,0.164134
1738.850000,-0.092641,-0.237338,0.133661
1738.900000,-0.151412,-0.277374,0.096755
1738.950000,-0.190737,-0.310182,0.043097
1739.000000,-0.199860,-0.334408,-0.026132
1739.050000,-0.188764,-0.352829,-0.098100
1739.100000,-0.179460,-0.364131,-0.161426
1739.150000,-0.184447,-0.360587,-0.210788
1739.200000,-0.196290,-0.334410,-0.240002
1739.250000,-0.199840,-0.285752,-0.241427
1739.300000,-0.192412,-0.223916,-0.216949
1739.350000,-0.187163,-0.161100,-0.183188
1739.400000,-0.195130,-0.106001,-0.158336
1739.450000,-0.208550,-0.061448,-0.145610
1739.500000,-0.207186,-0.024166,-0.134571
1739.550000,-0.180581,0.012974,-0.116795
1739.600000,-0.138445,0.054642,-0.094990
1739.650000,-0.097495,0.098061,-0.076469
1739.700000,-0.064626,0.135632,-0.063139
1739.750000,-0.036306,0.162230,-0.051522
1739.800000,-0.008936,0.179650,-0.039822
1739.850000,0.015640,0.194567,-0.030246
1739.900000,0.035184,0.211896,-0.022911
1739.950000,0.053853,0.229483,-0.010169
1740.000000,0.079607,0.240744,0.017945
1740.050000,0.113735,0.243968,0.060258
1740.100000,0.144986,0.245866,0.100984
1740.150000,0.157900,0.252208,0.125152
1740.200000,0.149691,0.258182,0.134061
1740.250000,0.136662,0.252917,0.139354
1740.300000,0.139598,0.231200,0.147042
1740.350000,0.162128,0.196942,0.155426
1740.400000,0.186109,0.156944,0.163431
1740.450000,0.189957,0.114224,0.170867
1740.500000,0.169867,0.068134,0.172250
1740.550000,0.141052,0.020191,0.159435
1740.600000,0.119698,-0.023527,0.132553
1740.650000,0.107249,-0.059398,0.103244
1740.700000,0.093171,-0.093413,0.083698
1740.750000,0.069891,-0.134047,0.074138
1740.800000,0.041973,-0.177309,0.063983
1740.850000,0.021209,-0.206816,0.045287
1740.900000,0.015298,-0.211450,0.022143
1740.950000,0.021714,-0.197647,0.005388
1741.000000,0.029808,-0.180717,-0.000160
1741.050000,0.027206,-0.167641,-0.001983
1741.100000,0.006857,-0.154212,-0.013505
1741.150000,-0.027265,-0.136924,-0.040552
1741.200000,-0.060146,-0.120415,-0.074348
1741.250000,-0.076031,-0.111437,-0.100822
1741.300000,-0.072482,-0.109571,-0.116715
1741.350000,-0.061953,-0.107612,-0.130865
1741.400000,-0.057363,-0.100893,-0.149054
1741.450000,-0.059717,-0.092714,-0.165811
1741.500000,-0.062820,-0.089079,-0.173507
1741.550000,-0.065263,-0.090881,-0.171967
1741.600000,-0.071545,-0.092806,-0.165024
1741.650000,-0.083063,-0.088032,-0.152004
1741.700000,-0.094155,-0.073569,-0.127837
1741.750000,-0.099304,-0.053163,-0.091563
1741.800000,-0.101475,-0.035300,-0.050592
1741.850000,-0.109699,-0.025431,-0.013767
1741.900000,-0.127058,-0.017632,0.017415
1741.950000,-0.142715,0.004227,0.046858
1742.000000,-0.140552,0.051916,0.074813
1742.050000,-0.118212,0.116906,0.096659
1742.100000,-0.091775,0.173044,0.110721
1742.150000,-0.076589,0.198821,0.120970
1742.200000,-0.069766,0.194761,0.130322
1742.250000,-0.056621,0.177718,0.135548
1742.300000,-0.029178,0.162158,0.131830
1742.350000,0.006554,0.150415,0.120681
1742.400000,0.039822,0.138276,0.109087
1742.450000,0.066482,0.123761,0.099649
1742.500000,0.089030,0.107360,0.085833
1742.550000,0.108472,0.087199,0.060088
1742.600000,0.120347,0.060537,0.023707
1742.650000,0.119847,0.031237,-0.014423
1742.700000,0.109049,0.009622,-0.046352
1742.750000,0.096744,0.001097,-0.069022
1742.800000,0.090803,-0.000847,-0.082239
1742.850000,0.092172,-0.006597,-0.088136
1742.900000,0.096212,-0.018243,-0.092316
1742.950000,0.097998,-0.028214,-0.099710
1743.000000,0.095704,-0.028232,-0.108172
1743.050000,0.089884,-0.018448,-0.110710
1743.100000,0.081078,-0.010001,-0.104308
1743.150000,0.069539,-0.017794,-0.092656
1743.200000,0.057169,-0.045432,-0.079914
1743.250000,0.047294,-0.076530,-0.064971
1743.300000,0.040628,-0.087689,-0.043786
1743.350000,0.033648,-0.073008,-0.016232
1743.400000,0.023389,-0.049868,0.011926
1743.450000,0.010554,-0.038509,0.034600
1743.500000,-0.004556,-0.042742,0.050741
1743.550000,-0.023884,-0.052962,0.062970
1743.600000,-0.045821,-0.060687,0.072972
1743.650000,-0.062796,-0.064263,0.079818
1743.700000,-0.069116,-0.063471,0.081984
1743.750000,-0.068089,-0.056282,0.080201
1743.800000,-0.067886,-0.043512,0.077699
1743.850000,-0.072422,-0.031747,0.076963
1743.900000,-0.079085,-0.027298,0.077179
1743.950000,-0.084168,-0.029859,0.075728
1744.000000,-0.087846,-0.034947,0.071545
1744.050000,-0.093035,-0.039321,0.066163
1744.100000,-0.099907,-0.042280,0.061611
1744.150000,-0.102392,-0.045164,0.058389
1744.200000,-0.092607,-0.049843,0.055812
1744.250000,-0.070200,-0.054089,0.052703
1744.300000,-0.043980,-0.049968,0.046834
1744.350000,-0.021942,-0.031430,0.034946
1744.400000,-0.003732,-0.001986,0.014586
1744.450000,0.013693,0.028860,-0.014344
1744.500000,0.027557,0.054219,-0.049904
1744.550000,0.032506,0.071717,-0.088296
1744.600000,0.030739,0.080758,-0.122770
1744.650000,0.032093,0.082576,-0.145777
1744.700000,0.042107,0.081219,-0.155788
1744.750000,0.054493,0.080899,-0.159149
1744.800000,0.058314,0.082531,-0.160943
1744.850000,0.051179,0.084678,-0.156634
1744.900000,0.043270,0.086787,-0.138214
1744.950000,0.046902,0.089250,-0.107896
1745.000000,0.062453,0.090956,-0.079350
1745.050000,0.078210,0.089118,-0.063395
1745.100000,0.084384,0.082394,-0.057671
1745.150000,0.081494,0.073353,-0.052722
1745.200000,0.074169,0.066513,-0.043947
1745.250000,0.063619,0.063126,-0.034589
1745.300000,0.049294,0.058166,-0.028364
1745.350000,0.033618,0.043339,-0.022182
1745.400000,0.021050,0.013950,-0.008654
1745.450000,0.013192,-0.026411,0.014682
1745.500000,0.006813,-0.067483,0.041915
1745.550000,-0.003097,-0.099183,0.065406
1745.600000,-0.018585,-0.118555,0.082526
1745.650000,-0.036471,-0.131646,0.094289
1745.700000,-0.050432,-0.147944,0.100623
1745.750000,-0.055792,-0.171152,0.100129
1745.800000,-0.052864,-0.195774,0.094216
1745.850000,-0.046643,-0.211816,0.089196
1745.900000,-0.044077,-0.209521,0.091827
1745.950000,-0.049962,-0.183166,0.102462
1746.000000,-0.063327,-0.139043,0.114791
1746.050000,-0.078970,-0.097057,0.122773
1746.100000,-0.092463,-0.072327,0.125620
1746.150000,-0.100759,-0.055320,0.125166
1746.200000,-0.100453,-0.022408,0.120723
1746.250000,-0.090710,0.032426,0.109332
1746.300000,-0.075313,0.088115,0.090843
1746.350000,-0.057847,0.121144,0.070075
1746.400000,-0.038474,0.128724,0.051968
1746.450000,-0.017937,0.124597,0.035269
1746.500000,-0.000672,0.121194,0.013825
1746.550000,0.009144,0.121011,-0.014956
1746.600000,0.012957,0.120598,-0.046141
1746.650000,0.017349,0.116993,-0.073344
1746.700000,0.028413,0.110334,-0.094404
1746.750000,0.046769,0.103550,-0.108410
1746.800000,0.067578,0.100112,-0.110982
1746.850000,0.085094,0.100656,-0.097221
1746.900000,0.097738,0.102196,-0.070203
1746.950000,0.109240,0.100562,-0.042991
1747.000000,0.124305,0.092330,-0.028864
1747.050000,0.142691,0.076179,-0.030747
1747.100000,0.158599,0.054895,-0.041328
1747.150000,0.166835,0.034180,-0.050987
1747.200000,0.168049,0.017393,-0.054522
1747.250000,0.166321,0.003294,-0.052216
1747.300000,0.162758,-0.009542,-0.046455
1747.350000,0.153611,-0.019014,-0.038314
1747.400000,0.134784,-0.024495,-0.026815
1747.450000,0.107538,-0.034612,-0.010596
1747.500000,0.080198,-0.062364,0.010075
1747.550000,0.063195,-0.107382,0.032325
1747.600000,0.058681,-0.149342,0.049153
1747.650000,0.054012,-0.167887,0.049200
1747.700000,0.031216,-0.165200,0.024756
1747.750000,-0.012734,-0.159166,-0.015482
1747.800000,-0.060869,-0.157593,-0.047683
1747.850000,-0.095298,-0.151537,-0.054033
1747.900000,-0.113539,-0.133039,-0.039540
1747.950000,-0.123187,-0.105517,-0.023782
1748.000000,-0.129681,-0.074750,-0.020580
1748.050000,-0.133759,-0.041227,-0.028577
1748.100000,-0.135217,-0.005203,-0.036082
1748.150000,-0.134728,0.027473,-0.030676
1748.200000,-0.133684,0.049536,-0.007280
1748.250000,-0.134279,0.060421,0.027840
1748.300000,-0.138177,0.066827,0.060810
1748.350000,-0.143597,0.075666,0.080922
1748.400000,-0.145840,0.088446,0.088601
1748.450000,-0.142525,0.101792,0.092060
1748.500000,-0.136190,0.111033,0.097122
1748.550000,-0.129052,0.112781,0.101622
1748.600000,-0.116093,0.106306,0.099497
1748.650000,-0.087549,0.094673,0.089335
1748.700000,-0.041703,0.084455,0.077581
1748.750000,0.008146,0.082783,0.072551
1748.800000,0.046290,0.092759,0.076751
1748.850000,0.071593,0.110328,0.086351
1748.900000,0.094351,0.126232,0.096680
1748.950000,0.119540,0.132629,0.106169
1749.000000,0.141593,0.127933,0.114321
1749.050000,0.154799,0.114744,0.117793
1749.100000,0.161630,0.094896,0.112502
1749.150000,0.167958,0.068983,0.100029
1749.200000,0.173561,0.039820,0.087748
1749.250000,0.171814,0.012683,0.080824
1749.300000,0.159344,-0.009571,0.076512
1749.350000,0.143139,-0.029710,0.067269
1749.400000,0.135162,-0.052253,0.047883
1749.450000,0.139765,-0.076355,0.019009
1749.500000,0.148273,-0.094735,-0.014453
1749.550000,0.146888,-0.101820,-0.046655
1749.600000,0.129009,-0.102239,-0.074236
1749.650000,0.099217,-0.107223,-0.099661
1749.700000,0.067142,-0.119744,-0.128762
1749.750000,0.039841,-0.127111,-0.160417
1749.800000,0.019031,-0.114381,-0.182465
1749.850000,0.002225,-0.083523,-0.185232
1749.900000,-0.014799,-0.052469,-0.176319
1749.950000,-0.034637,-0.035669,-0.173313
1750.000000,-0.055350,-0.032602,-0.182654
1750.050000,-0.071724,-0.035583,-0.193080
1750.100000,-0.081274,-0.041443,-0.191104
1750.150000,-0.088455,-0.051893,-0.178405
1750.200000,-0.101192,-0.066353,-0.170645
1750.250000,-0.122604,-0.079473,-0.177959
1750.300000,-0.146488,-0.085864,-0.186717
1750.350000,-0.162249,-0.084383,-0.166294
1750.400000,-0.166095,-0.077075,-0.101843
1750.450000,-0.166323,-0.065839,-0.017085
1750.500000,-0.174265,-0.051223,0.046725
1750.550000,-0.190696,-0.034032,0.072057
1750.600000,-0.204465,-0.016378,0.074630
1750.650000,-0.203818,0.000871,0.076532
1750.700000,-0.185564,0.020062,0.083087
1750.750000,-0.153263,0.042852,0.087941
1750.800000,-0.110858,0.066234,0.090717
1750.850000,-0.062084,0.085667,0.100487
1750.900000,-0.014294,0.099429,0.122554
1750.950000,0.023510,0.107652,0.149356
1751.000000,0.048182,0.110307,0.168079
1751.050000,0.064770,0.107906,0.173717
1751.100000,0.080151,0.102267,0.171887
1751.150000,0.095482,0.095974,0.170738
1751.200000,0.105653,0.091974,0.172108
1751.250000,0.106140,0.092271,0.170355
1751.300000,0.099194,0.094552,0.158922
1751.350000,0.091608,0.091354,0.136761
1751.400000,0.088088,0.076266,0.107117
1751.450000,0.089346,0.051564,0.071340
1751.500000,0.094404,0.026713,0.028123
1751.550000,0.101706,0.008480,-0.019627
1751.600000,0.108570,-0.005246,-0.061306
1751.650000,0.111221,-0.021399,-0.085302
1751.700000,0.106056,-0.043422,-0.088498
1751.750000,0.091906,-0.067944,-0.078734
1751.800000,0.071561,-0.088108,-0.068210
1751.850000,0.049752,-0.098818,-0.063882
1751.900000,0.028832,-0.100875,-0.064829
1751.950000,0.007714,-0.101765,-0.067880
1752.000000,-0.014203,-0.109713,-0.071531
1752.050000,-0.033921,-0.124411,-0.073738
1752.100000,-0.047393,-0.134995,-0.070654
1752.150000,-0.053995,-0.129245,-0.061000
1752.200000,-0.056855,-0.104594,-0.049665
1752.250000,-0.058862,-0.069445,-0.043656
1752.300000,-0.057944,-0.034937,-0.044964
1752.350000,-0.046949,-0.006630,-0.049438
1752.400000,-0.021461,0.016765,-0.052118
1752.450000,0.011782,0.038722,-0.052035
1752.500000,0.038406,0.060120,-0.051735
1752.550000,0.049605,0.078678,-0.052640
1752.600000,0.049047,0.092166,-0.051417
1752.650000,0.046936,0.101207,-0.041931
1752.700000,0.049643,0.108345,-0.021091
1752.750000,0.055331,0.114509,0.007867
1752.800000,0.058797,0.117152,0.037538
1752.850000,0.058747,0.113285,0.060874
1752.900000,0.057721,0.104761,0.074534
1752.950000,0.055143,0.097734,0.079646
1753.000000,0.044960,0.093215,0.079810
1753.050000,0.023979,0.079908,0.078012
1753.100000,-0.000805,0.043751,0.075468
1753.150000,-0.019040,-0.011994,0.072751
1753.200000,-0.028804,-0.062658,0.070015
1753.250000,-0.036000,-0.084883,0.065681
1753.300000,-0.044262,-0.081032,0.057437
1753.350000,-0.051276,-0.075052,0.046566
1753.400000,-0.055486,-0.084553,0.039581
1753.450000,-0.061677,-0.102803,0.042240
1753.500000,-0.076452,-0.110250,0.051425
1753.550000,-0.099962,-0.099927,0.055851
1753.600000,-0.126452,-0.086420,0.046161
1753.650000,-0.152473,-0.087463,0.022661
1753.700000,-0.178408,-0.100793,-0.006308
1753.750000,-0.200673,-0.106704,-0.030948
1753.800000,-0.209699,-0.094631,-0.046317
1753.850000,-0.200129,-0.079239,-0.055648
1753.900000,-0.177673,-0.082039,-0.066433
1753.950000,-0.150759,-0.099692,-0.081508
1754.000000,-0.119597,-0.102054,-0.095788
1754.050000,-0.079346,-0.066238,-0.102279
1754.100000,-0.032514,-0.003525,-0.098915
1754.150000,0.009668,0.053701,-0.088822
1754.200000,0.042034,0.084837,-0.076449
1754.250000,0.074197,0.094390,-0.064616
1754.300000,0.116319,0.098137,-0.053350
1754.350000,0.161301,0.105758,-0.040627
1754.400000,0.191395,0.117328,-0.025612
1754.450000,0.199813,0.128536,-0.010855
1754.500000,0.196449,0.134173,0.000137
1754.550000,0.193234,0.129386,0.006973
1754.600000,0.191563,0.112470,0.013521
1754.650000,0.185560,0.088088,0.025182
1754.700000,0.172175,0.065859,0.044209
1754.750000,0.154245,0.053238,0.067077
1754.800000,0.135546,0.049333,0.087288
1754.850000,0.115872,0.046551,0.101228
1754.900000,0.091227,0.038685,0.110335
1754.950000,0.058520,0.027061,0.118066
1755.000000,0.020221,0.017645,0.126003
1755.050000,-0.016258,0.011325,0.131733
1755.100000,-0.043805,-0.000463,0.130163
1755.150000,-0.059365,-0.025705,0.117724
1755.200000,-0.064147,-0.058005,0.095482
1755.250000,-0.062954,-0.079940,0.068777
1755.300000,-0.062501,-0.081808,0.044118
1755.350000,-0.067093,-0.069973,0.025549
1755.400000,-0.074955,-0.055017,0.012971
1755.450000,-0.080459,-0.039157,0.003516
1755.500000,-0.080961,-0.018533,-0.005625
1755.550000,-0.080057,0.007540,-0.015368
1755.600000,-0.082370,0.033170,-0.024849
1755.650000,-0.086102,0.050020,-0.033181
1755.700000,-0.084202,0.054572,-0.041276
1755.750000,-0.073812,0.052657,-0.051170
1755.800000,-0.061206,0.055028,-0.063028
1755.850000,-0.055088,0.064697,-0.074187
1755.900000,-0.056669,0.069386,-0.082461
1755.950000,-0.058585,0.052970,-0.089440
1756.000000,-0.053307,0.016105,-0.098830
1756.050000,-0.040258,-0.020789,-0.111203
1756.100000,-0.024392,-0.036957,-0.121806
1756.150000,-0.010948,-0.030240,-0.125054
1756.200000,-0.002708,-0.016438,-0.120499
1756.250000,0.000909,-0.011714,-0.112447
1756.300000,0.004755,-0.017490,-0.103352
1756.350000,0.015953,-0.024151,-0.089075
1756.400000,0.037754,-0.026534,-0.062731
1756.450000,0.065566,-0.029014,-0.024527
1756.500000,0.090164,-0.034930,0.014299
1756.550000,0.103961,-0.038699,0.041442
1756.600000,0.104504,-0.032878,0.056691
1756.650000,0.094420,-0.019303,0.070090
1756.700000,0.079494,-0.008185,0.087799
1756.750000,0.065617,-0.005363,0.105507
1756.800000,0.055749,-0.004289,0.115847
1756.850000,0.048979,0.003646,0.117017
1756.900000,0.041935,0.010648,0.112083
1756.950000,0.031161,-0.006514,0.103469
1757.000000,0.015735,-0.058944,0.091501
1757.050000,-0.001731,-0.123747,0.076944
1757.100000,-0.018390,-0.162238,0.061783
1757.150000,-0.035699,-0.160825,0.046917
1757.200000,-0.057484,-0.141230,0.030801
1757.250000,-0.083129,-0.127719,0.011299
1757.300000,-0.106907,-0.117422,-0.012092
1757.350000,-0.124366,-0.090071,-0.037811
1757.400000,-0.135589,-0.038097,-0.063037
1757.450000,-0.142151,0.022905,-0.086354
1757.500000,-0.142973,0.071851,-0.109185
1757.550000,-0.133945,0.102284,-0.129976
1757.600000,-0.112431,0.122236,-0.137606
1757.650000,-0.081806,0.139735,-0.118633
1757.700000,-0.049451,0.154582,-0.074743
1757.750000,-0.020272,0.163458,-0.027499
1757.800000,0.005106,0.167309,-0.000822
1757.850000,0.026171,0.170426,-0.000763
1757.900000,0.040282,0.173897,-0.014063
1757.950000,0.046180,0.173587,-0.023078
1758.000000,0.048496,0.165789,-0.019542
1758.050000,0.056850,0.152403,-0.006217
1758.100000,0.078753,0.138292,0.009614
1758.150000,0.113014,0.124603,0.022933
1758.200000,0.150988,0.107429,0.034412
1758.250000,0.182824,0.084185,0.048138
1758.300000,0.201055,0.059259,0.065170
1758.350000,0.202404,0.040320,0.080540
1758.400000,0.190467,0.029661,0.088418
1758.450000,0.174190,0.022304,0.089942
1758.500000,0.160745,0.012173,0.093679
1758.550000,0.150614,-0.002324,0.105855
1758.600000,0.139319,-0.018422,0.120569
1758.650000,0.122642,-0.032748,0.123916
1758.700000,0.100190,-0.044551,0.109909
1758.750000,0.075145,-0.056949,0.088024
1758.800000,0.052121,-0.075783,0.072018
1758.850000,0.034286,-0.104245,0.064540
1758.900000,0.019203,-0.136482,0.055735
1758.950000,-0.003039,-0.159896,0.035617
1759.000000,-0.043231,-0.166839,0.004970
1759.050000,-0.100542,-0.161740,-0.026003
1759.100000,-0.158464,-0.154466,-0.047801
1759.150000,-0.197390,-0.148786,-0.060301
1759.200000,-0.210237,-0.140243,-0.071861
1759.250000,-0.203572,-0.124059,-0.089210
1759.300000,-0.187302,-0.101785,-0.109501
1759.350000,-0.168175,-0.080187,-0.124898
1759.400000,-0.151281,-0.064929,-0.133086
1759.450000,-0.141153,-0.054400,-0.138239
1759.500000,-0.138193,-0.039574,-0.142349
1759.550000,-0.136947,-0.012271,-0.141793
1759.600000,-0.131265,0.025307,-0.134476
1759.650000,-0.120042,0.060922,-0.125295
1759.700000,-0.105708,0.083441,-0.119728
1759.750000,-0.088756,0.092709,-0.115403
1759.800000,-0.066691,0.097943,-0.105853
1759.850000,-0.037839,0.108040,-0.090008
1759.900000,-0.003761,0.123977,-0.072436
1759.950000,0.032447,0.138412,-0.055751
1760.000000,0.068242,0.141246,-0.037683
1760.050000,0.100878,0.127784,-0.016317
1760.100000,0.126066,0.103901,0.005543
1760.150000,0.139873,0.081763,0.024080
1760.200000,0.142661,0.068784,0.040754
1760.250000,0.140120,0.062513,0.061045
1760.300000,0.139336,0.056447,0.086897
1760.350000,0.143035,0.047606,0.114287
1760.400000,0.147202,0.037614,0.138212
1760.450000,0.144246,0.029026,0.155933
1760.500000,0.129278,0.022483,0.165566
1760.550000,0.104369,0.016930,0.165857
1760.600000,0.076680,0.011384,0.159160
1760.650000,0.052604,0.006151,0.152514
1760.700000,0.034582,0.002258,0.153327
1760.750000,0.022231,-0.000324,0.162912
1760.800000,0.013724,-0.002952,0.174184
1760.850000,0.006335,-0.006640,0.176209
1760.900000,-0.001668,-0.011511,0.162267
1760.950000,-0.009392,-0.017664,0.134087
1761.000000,-0.015797,-0.024918,0.098871
1761.050000,-0.023004,-0.031933,0.063752
1761.100000,-0.033744,-0.037245,0.032568
1761.150000,-0.046115,-0.041432,0.006147
1761.200000,-0.054472,-0.046595,-0.015606
1761.250000,-0.056006,-0.052966,-0.034231
1761.300000,-0.054233,-0.057826,-0.055153
1761.350000,-0.055260,-0.058334,-0.084157
1761.400000,-0.062332,-0.053335,-0.118277
1761.450000,-0.074794,-0.042598,-0.145352
1761.500000,-0.088965,-0.027179,-0.156943
1761.550000,-0.097653,-0.010660,-0.156577
1761.600000,-0.093525,0.002965,-0.151393
1761.650000,-0.076699,0.012991,-0.142544
1761.700000,-0.055399,0.020993,-0.129966
1761.750000,-0.037463,0.026631,-0.120436
1761.800000,-0.024555,0.027894,-0.121300
1761.850000,-0.014320,0.025240,-0.127634
1761.900000,-0.003891,0.021403,-0.124740
1761.950000,0.009782,0.016667,-0.105034
1762.000000,0.029372,0.008321,-0.076684
1762.050000,0.053526,-0.003581,-0.053523
1762.100000,0.074775,-0.013195,-0.040306
1762.150000,0.084761,-0.014787,-0.031530
1762.200000,0.082601,-0.010250,-0.021752
1762.250000,0.075785,-0.007633,-0.010399
1762.300000,0.071812,-0.012745,0.002868
1762.350000,0.070764,-0.024607,0.019906
1762.400000,0.067130,-0.039128,0.039402
1762.450000,0.056778,-0.054666,0.056567
1762.500000,0.040200,-0.071642,0.069722
